Rank,FirstName,LastName,Team,Position,ADP,Year,TeamPosRank,PosRank1_ADP,PosRank2_ADP,PosAmbiguity,PlayerID,FantasyPointsHalfPointPpr,FantasyPointsPerGameHalfPointPPR,Played,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Receptions,ReceivingTargets,ReceivingYards,ReceptionPercentage,ReceivingTouchdowns,ReceivingYardsPerTarget,ReceivingYardsPerReception
35,Doug,Baldwin,SEA,WR,47.93,2018,WR1,47.93,144.73,False,13460,116.8,9.0,13,0.0,0.0,0.0,0.0,50.0,73.0,618.0,68.5,5.0,8.5,12.4
36,Kenyan,Drake,MIA,RB,48.02,2018,RB1,48.02,189.19,False,18003,179.7,11.2,16,120.0,535.0,4.5,4.0,53.0,73.0,477.0,72.6,5.0,6.5,9.0
37,Derrick,Henry,TEN,RB,48.59,2018,RB1,48.59,84.73,True,17959,193.86,12.1,16,215.0,1059.0,4.9,12.0,15.0,18.0,99.0,83.3,0.0,5.5,6.6
38,Lamar,Miller,HOU,RB,52.91,2018,RB1,52.91,165.99,False,13791,160.1,11.4,14,210.0,973.0,4.6,5.0,25.0,35.0,163.0,71.4,1.0,4.7,6.5
39,Jimmy,Graham,GBP,TE,54.79,2018,TE1,54.79,,False,11488,103.1,6.4,16,0.0,0.0,0.0,0.0,55.0,90.0,636.0,61.1,2.0,7.1,11.6
40,Chris,Hogan,NEP,WR,56.68,2018,WR1,56.68,81.59,True,14828,88.7,5.5,16,0.0,0.0,0.0,0.0,35.0,55.0,532.0,63.6,3.0,9.7,15.2
41,Allen,Robinson,CHI,WR,57.47,2018,WR1,57.47,169.53,False,16263,125.8,9.7,13,1.0,9.0,9.0,0.0,55.0,94.0,754.0,58.5,4.0,8.0,13.7
42,Royce,Freeman,DEN,RB,57.72,2018,RB1,57.72,130.18,False,19823,94.3,6.7,14,130.0,521.0,4.0,5.0,14.0,20.0,72.0,70.0,0.0,3.6,5.1
43,Alshon,Jeffery,PHI,WR,61.01,2018,WR1,61.01,71.15,True,14187,152.8,11.8,13,0.0,0.0,0.0,0.0,65.0,92.0,843.0,70.7,6.0,9.2,13.0
44,Mark,Ingram,NOS,RB,65.37,2018,RB2,7.74,65.37,False,13337,132.0,11.0,12,138.0,645.0,4.7,6.0,21.0,27.0,170.0,77.8,1.0,6.3,8.1
45,Jamaal,Williams,GBP,RB,65.78,2018,RB1,65.78,,False,18995,100.9,6.3,16,121.0,464.0,3.8,3.0,27.0,41.0,210.0,65.9,0.0,5.1,7.8
46,Sony,Michel,NEP,RB,69.97,2018,RB1,69.97,75.78,True,19828,135.6,10.4,13,209.0,931.0,4.5,6.0,7.0,11.0,50.0,63.6,0.0,4.5,7.1
47,Golden,Tate,PHI,WR,71.15,2018,WR2,61.01,71.15,True,11611,145.9,9.7,15,4.0,34.0,8.5,0.0,74.0,113.0,795.0,65.5,4.0,7.0,10.7
48,Evan,Engram,NYG,TE,71.29,2018,TE1,71.29,,False,18912,103.8,9.4,11,3.0,36.0,12.0,0.0,45.0,64.0,577.0,70.3,3.0,9.0,12.8
49,Corey,Davis,TEN,WR,75.17,2018,WR1,75.17,194.9,False,18879,151.1,9.4,16,6.0,55.0,9.2,0.0,65.0,112.0,891.0,58.0,4.0,8.0,13.7
50,Rex,Burkhead,NEP,RB,75.78,2018,RB2,69.97,75.78,True,14917,42.7,5.3,8,57.0,186.0,3.3,0.0,14.0,20.0,131.0,70.0,1.0,6.6,9.4
51,Carlos,Hyde,JAC,RB,78.03,2018,RB2,9.93,78.03,False,16668,93.4,6.7,14,172.0,571.0,3.3,5.0,10.0,17.0,33.0,58.8,0.0,1.9,3.3
52,Sammy,Watkins,KCC,WR,80.01,2018,WR2,27.43,80.01,False,16003,95.1,9.5,10,5.0,52.0,10.4,0.0,40.0,55.0,519.0,72.7,3.0,9.4,13.0
53,Jordy,Nelson,OAK,WR,81.35,2018,WR1,81.35,,False,4556,125.2,8.3,15,1.0,-2.0,-2.0,0.0,63.0,88.0,739.0,71.6,3.0,8.4,11.7
54,Julian,Edelman,NEP,WR,81.59,2018,WR2,56.68,81.59,True,8355,170.42,14.2,12,9.0,107.0,11.9,0.0,74.0,108.0,850.0,68.5,6.0,7.9,11.5
55,Tevin,Coleman,ATL,RB,82.04,2018,RB1,82.04,,False,16834,177.6,11.1,16,167.0,800.0,4.8,4.0,32.0,44.0,276.0,72.7,5.0,6.3,8.6
56,Marquise,Goodwin,SFO,WR,82.86,2018,WR1,82.86,,False,14865,75.9,6.9,11,4.0,9.0,2.2,0.0,23.0,43.0,395.0,53.5,4.0,9.2,17.2
57,Kyle,Rudolph,MIN,TE,83.34,2018,TE1,83.34,,False,13275,119.4,7.5,16,0.0,0.0,0.0,0.0,64.0,81.0,634.0,79.0,4.0,7.8,9.9
58,Michael,Crabtree,BAL,WR,83.96,2018,WR1,83.96,159.51,False,9331,105.7,6.6,16,0.0,0.0,0.0,0.0,54.0,100.0,607.0,54.0,3.0,6.1,11.2
59,Dion,Lewis,TEN,RB,84.73,2018,RB2,48.59,84.73,True,12708,131.2,8.2,16,155.0,517.0,3.3,1.0,59.0,67.0,400.0,88.1,1.0,6.0,6.8
60,Rashaad,Penny,SEA,RB,91.84,2018,RB1,91.84,95.6,True,19799,65.9,4.7,14,85.0,419.0,4.9,2.0,9.0,12.0,75.0,75.0,0.0,6.2,8.3
61,Robert,Woods,LAR,WR,94.32,2018,WR2,44.74,94.32,True,14871,222.6,13.9,16,19.0,157.0,8.3,1.0,86.0,130.0,1219.0,66.2,6.0,9.4,14.2
62,Trey,Burton,CHI,TE,94.91,2018,TE1,94.91,,False,15965,120.1,7.5,16,1.0,2.0,2.0,0.0,54.0,77.0,569.0,70.1,6.0,7.4,10.5
63,Devin,Funchess,CAR,WR,95.35,2018,WR1,95.35,142.15,False,16802,100.9,7.2,14,0.0,0.0,0.0,0.0,44.0,79.0,549.0,55.7,4.0,6.9,12.5
64,Chris,Carson,SEA,RB,95.6,2018,RB2,91.84,95.6,True,19119,191.4,13.7,14,247.0,1151.0,4.7,9.0,20.0,24.0,163.0,83.3,0.0,6.8,8.2
65,Marlon,Mack,IND,RB,98.58,2018,RB1,98.58,158.43,False,18998,169.6,14.1,12,195.0,908.0,4.7,9.0,17.0,26.0,103.0,65.4,1.0,4.0,6.1
66,Adrian,Peterson,WAS,RB,100.19,2018,RB1,100.19,116.35,False,4807,179.0,11.2,16,251.0,1042.0,4.2,7.0,20.0,26.0,208.0,76.9,1.0,8.0,10.4
67,Tarik,Cohen,CHI,RB,100.89,2018,RB2,26.25,100.89,False,19003,198.44,12.4,16,99.0,444.0,4.5,3.0,71.0,91.0,725.0,78.0,5.0,8.0,10.2
68,Duke,Johnson,CLE,RB,102.63,2018,RB1,102.63,128.46,False,16838,108.5,6.8,16,40.0,201.0,5.0,0.0,47.0,62.0,429.0,75.8,3.0,6.9,9.1
69,Robby,Anderson,NYJ,WR,104.61,2018,WR1,104.61,201.02,False,18187,131.4,9.4,14,2.0,-8.0,-4.0,0.0,50.0,93.0,752.0,53.8,6.0,8.1,15.0
70,Peyton,Barber,TBB,RB,105.72,2018,RB1,105.72,106.44,True,18375,140.3,8.8,16,234.0,871.0,3.7,5.0,20.0,29.0,92.0,69.0,1.0,3.2,4.6
72,DeVante,Parker,MIA,WR,110.55,2018,WR1,110.55,117.2,False,16775,48.9,4.4,11,0.0,0.0,0.0,0.0,24.0,47.0,309.0,51.1,1.0,6.6,12.9
73,Randall,Cobb,GBP,WR,113.02,2018,WR2,19.28,113.02,False,13227,67.3,7.5,9,0.0,0.0,0.0,0.0,38.0,61.0,383.0,62.3,2.0,6.3,10.1
74,Nelson,Agholor,PHI,WR,115.29,2018,WR3,61.01,71.15,True,16781,133.4,8.3,16,3.0,32.0,10.7,0.0,64.0,97.0,736.0,66.0,4.0,7.6,11.5
75,Chris,Thompson,WAS,RB,116.35,2018,RB2,100.19,116.35,False,15102,71.1,7.1,10,43.0,178.0,4.1,0.0,41.0,55.0,268.0,74.5,1.0,4.9,6.5
76,Kenny,Stills,MIA,WR,117.2,2018,WR2,110.55,117.2,False,15196,115.92,7.7,15,0.0,0.0,0.0,0.0,37.0,64.0,553.0,57.8,6.0,8.6,14.9
77,David,Njoku,CLE,TE,117.67,2018,TE1,117.67,,False,18876,115.9,7.2,16,0.0,0.0,0.0,0.0,56.0,89.0,639.0,62.9,4.0,7.2,11.4
78,James,White,NEP,RB,118.7,2018,RB3,69.97,75.78,True,16056,233.1,14.6,16,94.0,425.0,4.5,5.0,87.0,123.0,751.0,70.7,7.0,6.1,8.6
79,Keelan,Cole,JAC,WR,122.53,2018,WR1,122.53,166.08,False,19514,70.1,4.4,16,0.0,0.0,0.0,0.0,38.0,70.0,491.0,54.3,1.0,7.0,12.9
80,Jamison,Crowder,WAS,WR,122.94,2018,WR1,122.94,136.96,False,16866,68.3,7.6,9,4.0,30.0,7.5,0.0,29.0,50.0,388.0,58.0,2.0,7.8,13.4
81,Sterling,Shepard,NYG,WR,123.68,2018,WR2,13.0,123.68,False,17961,149.5,9.3,16,3.0,33.0,11.0,0.0,66.0,107.0,872.0,61.7,4.0,8.1,13.2
82,Latavius,Murray,MIN,RB,126.53,2018,RB2,13.58,126.53,False,15071,120.9,7.6,16,140.0,578.0,4.1,6.0,22.0,26.0,141.0,84.6,0.0,5.4,6.4
83,Kelvin,Benjamin,KCC,WR,128.41,2018,WR3,27.43,80.01,False,16550,56.5,3.8,15,0.0,0.0,0.0,0.0,25.0,67.0,380.0,37.3,1.0,5.7,15.2
84,Nick,Chubb,CLE,RB,128.46,2018,RB2,102.63,128.46,False,19798,184.5,11.5,16,192.0,996.0,5.2,8.0,20.0,29.0,149.0,69.0,2.0,5.1,7.4
85,Devontae,Booker,DEN,RB,130.18,2018,RB2,57.72,130.18,False,17970,68.8,4.3,16,34.0,183.0,5.4,1.0,38.0,51.0,275.0,74.5,0.0,5.4,7.2
86,CJ,Anderson,LAR,RB,130.96,2018,RB2,1.69,130.96,False,15020,64.9,5.9,11,67.0,403.0,6.0,2.0,5.0,9.0,41.0,55.6,1.0,4.6,8.2
87,Calvin,Ridley,ATL,WR,132.19,2018,WR2,14.34,132.19,False,19802,174.8,10.9,16,6.0,27.0,4.5,0.0,64.0,92.0,821.0,69.6,10.0,8.9,12.8
88,Giovani,Bernard,CIN,RB,132.23,2018,RB2,26.93,132.23,False,14916,78.4,6.5,12,56.0,211.0,3.8,3.0,35.0,48.0,218.0,72.9,0.0,4.5,6.2
90,Josh,Doctson,WAS,WR,136.96,2018,WR2,122.94,136.96,False,17939,87.2,5.8,15,0.0,0.0,0.0,0.0,44.0,79.0,532.0,55.7,2.0,6.7,12.1
91,Mike,Williams,LAC,WR,138.01,2018,WR2,21.73,138.01,False,18914,158.7,9.9,16,7.0,28.0,4.0,1.0,43.0,66.0,664.0,65.2,10.0,10.1,15.4
92,Mohamed,Sanu,ATL,WR,141.24,2018,WR3,14.34,132.19,False,13878,149.4,9.3,16,7.0,44.0,6.3,0.0,66.0,94.0,838.0,70.2,4.0,8.9,12.7
93,George,Kittle,SFO,TE,141.42,2018,TE1,141.42,,False,19063,214.7,13.4,16,1.0,10.0,10.0,0.0,88.0,136.0,1377.0,64.7,5.0,10.1,15.6
94,DJ,Moore,CAR,WR,142.15,2018,WR2,95.35,142.15,False,19844,129.5,8.1,16,13.0,172.0,13.2,0.0,55.0,82.0,788.0,67.1,2.0,9.6,14.3
95,DeSean,Jackson,TBB,WR,143.25,2018,WR2,28.87,143.25,False,3943,130.8,10.9,12,6.0,29.0,4.8,1.0,41.0,74.0,774.0,55.4,4.0,10.5,18.9
96,Tyler,Lockett,SEA,WR,144.73,2018,WR2,47.93,144.73,False,16830,193.9,12.1,16,13.0,69.0,5.3,0.0,57.0,71.0,965.0,80.3,10.0,13.6,16.9
97,LeGarrette,Blount,DET,RB,145.03,2018,RB1,145.03,168.29,False,12296,81.5,5.1,16,154.0,418.0,2.7,5.0,10.0,15.0,67.0,66.7,0.0,4.5,6.7
98,Kenny,Golladay,DET,WR,145.27,2018,WR1,145.27,,False,18977,172.1,11.5,15,1.0,8.0,8.0,0.0,70.0,119.0,1063.0,58.8,5.0,8.9,15.2
100,Jared,Cook,OAK,TE,146.74,2018,TE1,146.74,,False,8534,159.6,10.0,16,0.0,0.0,0.0,0.0,68.0,101.0,896.0,67.3,6.0,8.9,13.2
101,Michael,Gallup,DAL,WR,152.9,2018,WR2,41.34,152.9,False,19867,81.2,5.1,16,0.0,0.0,0.0,0.0,33.0,68.0,507.0,48.5,2.0,7.5,15.4
102,Alfred,Morris,SFO,RB,153.38,2018,RB1,153.38,,False,14269,64.1,5.3,12,111.0,428.0,3.9,2.0,8.0,14.0,73.0,57.1,0.0,5.2,9.1
103,Vance,McDonald,PIT,TE,154.88,2018,TE1,154.88,177.77,False,15239,108.0,7.2,15,0.0,0.0,0.0,0.0,50.0,73.0,610.0,68.5,4.0,8.4,12.2
104,James,Conner,PIT,RB,155.35,2018,RB2,2.93,155.35,False,18983,252.5,19.4,13,215.0,973.0,4.5,12.0,55.0,71.0,497.0,77.5,1.0,7.0,9.0
105,Tyrell,Williams,LAC,WR,155.81,2018,WR3,21.73,138.01,False,17048,117.3,7.3,16,2.0,15.0,7.5,0.0,41.0,65.0,653.0,63.1,5.0,10.0,15.9
106,John,Ross,CIN,WR,156.87,2018,WR1,156.87,,False,18881,74.4,5.7,13,4.0,9.0,2.2,0.0,21.0,58.0,210.0,36.2,7.0,3.6,10.0
107,Javorius,Allen,BAL,RB,157.28,2018,RB2,145.38,157.28,False,16886,76.1,5.4,14,41.0,110.0,2.7,3.0,35.0,43.0,196.0,81.4,2.0,4.6,5.6
108,Eric,Ebron,IND,TE,157.62,2018,TE1,157.62,,False,16451,189.2,11.8,16,3.0,-8.0,-2.7,1.0,66.0,110.0,750.0,60.0,13.0,6.8,11.4
109,Jordan,Wilkins,IND,RB,158.43,2018,RB2,98.58,158.43,False,19979,52.1,3.3,16,60.0,336.0,5.6,1.0,16.0,17.0,85.0,94.1,0.0,5.0,5.3
110,John,Brown,BAL,WR,159.51,2018,WR2,83.96,159.51,False,16640,122.9,7.7,16,3.0,4.0,1.3,0.0,42.0,97.0,715.0,43.3,5.0,7.4,17.0
111,Doug,Martin,OAK,RB,161.09,2018,RB1,161.09,,False,14385,110.9,6.9,16,172.0,723.0,4.2,4.0,18.0,24.0,116.0,75.0,0.0,4.8,6.4
112,Austin,Hooper,ATL,TE,162.08,2018,TE1,162.08,,False,17963,127.5,8.0,16,0.0,0.0,0.0,0.0,71.0,88.0,660.0,80.7,4.0,7.5,9.3
113,Cameron,Brate,TBB,TE,162.58,2018,TE1,162.58,,False,16593,77.9,4.9,16,0.0,0.0,0.0,0.0,30.0,49.0,289.0,61.2,6.0,5.9,9.6
114,TJ,Yeldon,JAC,RB,162.99,2018,RB3,9.93,78.03,False,16797,145.6,10.4,14,104.0,414.0,4.0,1.0,55.0,77.0,487.0,71.4,4.0,6.3,8.9
117,Spencer,Ware,KCC,RB,166.05,2018,RB1,166.05,,False,15261,69.0,5.3,13,51.0,246.0,4.8,2.0,20.0,23.0,224.0,87.0,0.0,9.7,11.2
118,Dede,Westbrook,JAC,WR,166.08,2018,WR2,122.53,166.08,False,18992,140.5,8.8,16,9.0,98.0,10.9,0.0,66.0,101.0,717.0,65.3,5.0,7.1,10.9
120,Chris,Godwin,TBB,WR,166.72,2018,WR3,28.87,143.25,False,18880,155.7,9.7,16,0.0,0.0,0.0,0.0,59.0,95.0,842.0,62.1,7.0,8.9,14.3
121,Austin,Ekeler,LAC,RB,167.4,2018,RB2,12.33,167.4,False,19562,149.3,10.7,14,106.0,554.0,5.2,3.0,39.0,53.0,404.0,73.6,3.0,7.6,10.4
123,James,Washington,PIT,WR,167.95,2018,WR3,6.18,43.53,False,19865,35.7,2.6,14,0.0,0.0,0.0,0.0,16.0,38.0,217.0,42.1,1.0,5.7,13.6
124,Theo,Riddick,DET,RB,168.29,2018,RB2,145.03,168.29,False,15126,86.0,6.1,14,40.0,171.0,4.3,0.0,61.0,74.0,384.0,82.4,0.0,5.2,6.3
125,Anthony,Miller,CHI,WR,169.53,2018,WR2,57.47,169.53,False,19864,103.72,6.9,15,6.0,26.0,4.3,0.0,33.0,54.0,423.0,61.1,7.0,7.8,12.8
126,Danny,Amendola,MIA,WR,171.47,2018,WR3,110.55,117.2,False,9906,97.92,6.5,15,1.0,-2.0,-2.0,0.0,59.0,79.0,575.0,74.7,1.0,7.3,9.7
128,TreQuan,Smith,NOS,WR,172.7,2018,WR3,19.21,134.37,False,19897,86.7,5.8,15,0.0,0.0,0.0,0.0,28.0,44.0,427.0,63.6,5.0,9.7,15.2
129,Courtland,Sutton,DEN,WR,173.0,2018,WR1,173.0,,False,19800,115.3,7.2,16,1.0,-1.0,-1.0,0.0,42.0,84.0,704.0,50.0,4.0,8.4,16.8
130,Donte,Moncrief,JAC,WR,174.28,2018,WR3,122.53,166.08,False,16232,106.8,6.7,16,0.0,0.0,0.0,0.0,48.0,89.0,668.0,53.9,3.0,7.5,13.9
131,Cole,Beasley,DAL,WR,175.13,2018,WR3,41.34,152.9,False,14141,117.7,7.4,16,0.0,0.0,0.0,0.0,65.0,86.0,672.0,75.6,3.0,7.8,10.3
132,Chris,Ivory,BUF,RB,175.15,2018,RB2,32.09,175.15,False,12239,71.5,5.5,13,115.0,385.0,3.3,1.0,13.0,21.0,205.0,61.9,0.0,9.8,15.8
133,Nyheim,Hines,IND,RB,176.51,2018,RB3,98.58,158.43,False,19912,129.4,8.1,16,85.0,314.0,3.7,2.0,63.0,81.0,425.0,77.8,2.0,5.2,6.7
134,Hayden,Hurst,BAL,TE,177.66,2018,TE1,177.66,,False,19843,28.8,2.4,12,1.0,0.0,0.0,0.0,13.0,23.0,163.0,56.5,1.0,7.1,12.5
135,Jesse,James,PIT,TE,177.77,2018,TE2,154.88,177.77,False,16920,69.3,4.3,16,0.0,0.0,0.0,0.0,30.0,39.0,423.0,76.9,2.0,10.8,14.1
137,Dallas,Goedert,PHI,TE,178.86,2018,TE2,46.12,178.86,False,19863,73.9,4.6,16,0.0,0.0,0.0,0.0,33.0,44.0,334.0,75.0,4.0,7.6,10.1
138,Ricky,SealsJones,ARI,TE,180.38,2018,TE1,180.38,,False,19410,57.3,3.8,15,0.0,0.0,0.0,0.0,34.0,70.0,343.0,48.6,1.0,4.9,10.1
141,Kalen,Ballage,MIA,RB,189.19,2018,RB2,48.02,189.19,False,19824,33.2,2.8,12,36.0,191.0,5.3,1.0,9.0,11.0,56.0,81.8,0.0,5.1,6.2
142,Darren,Sproles,PHI,RB,189.5,2018,RB1,189.5,,False,6198,53.5,8.9,6,29.0,120.0,4.1,1.0,15.0,23.0,160.0,65.2,2.0,7.0,10.7
143,Rod,Smith,DAL,RB,191.28,2018,RB2,4.55,191.28,False,17360,29.2,1.8,16,44.0,127.0,2.9,1.0,9.0,12.0,60.0,75.0,0.0,5.0,6.7
145,Chase,Edmonds,ARI,RB,193.22,2018,RB2,4.58,193.22,False,19919,53.1,3.3,16,60.0,208.0,3.5,2.0,20.0,23.0,103.0,87.0,0.0,4.5,5.2
146,Vernon,Davis,WAS,TE,193.48,2018,TE1,193.48,,False,5084,63.2,4.5,14,0.0,0.0,0.0,0.0,25.0,36.0,367.0,69.4,2.0,10.2,14.7
147,Taywan,Taylor,TEN,WR,194.9,2018,WR2,75.17,194.9,False,18971,69.1,5.3,13,0.0,0.0,0.0,0.0,37.0,56.0,466.0,66.1,1.0,8.3,12.6
149,Phillip,Dorsett,NEP,WR,197.35,2018,WR4,56.68,81.59,True,16790,65.9,4.1,16,4.0,29.0,7.2,0.0,32.0,42.0,290.0,76.2,3.0,6.9,9.1
150,Ryan,Grant,IND,WR,198.82,2018,WR2,34.85,198.82,False,16411,56.9,4.1,14,0.0,0.0,0.0,0.0,35.0,51.0,334.0,68.6,1.0,6.5,9.5
151,Jermaine,Kearse,NYJ,WR,201.02,2018,WR2,104.61,201.02,False,14749,61.6,4.4,14,0.0,0.0,0.0,0.0,37.0,76.0,371.0,48.7,1.0,4.9,10.0
152,Kenneth,Dixon,BAL,RB,204.47,2018,RB3,145.38,157.28,False,17969,51.4,8.6,6,60.0,333.0,5.6,2.0,6.0,7.0,51.0,85.7,0.0,7.3,8.5
153,Antonio,Callaway,CLE,WR,205.5,2018,WR2,45.07,205.5,False,19917,110.8,6.9,16,2.0,7.0,3.5,0.0,43.0,78.0,586.0,55.1,5.0,7.5,13.6
154,Adam,Humphries,TBB,WR,209.61,2018,WR4,28.87,143.25,False,17290,150.7,9.4,16,2.0,11.0,5.5,0.0,76.0,105.0,816.0,72.4,5.0,7.8,10.7
1,Saquon,Barkley,NYG,RB,1.61,2019,RB1,1.61,,False,19766,218.1,16.8,13,217.0,1003.0,4.6,6.0,52.0,73.0,438.0,71.2,2.0,6.0,8.4
2,Alvin,Kamara,NOS,RB,2.45,2019,RB1,2.45,95.15,False,18878,208.02,14.9,14,171.0,797.0,4.7,5.0,81.0,97.0,533.0,83.5,1.0,5.5,6.6
3,Christian,McCaffrey,CAR,RB,3.26,2019,RB1,3.26,179.67,False,18877,413.2,25.8,16,287.0,1387.0,4.8,15.0,116.0,141.0,1005.0,82.3,4.0,7.1,8.7
4,Ezekiel,Elliott,DAL,RB,6.33,2019,RB1,6.33,117.73,False,17923,284.7,17.8,16,301.0,1357.0,4.5,12.0,54.0,71.0,420.0,76.1,2.0,5.9,7.8
5,DeAndre,Hopkins,HOU,WR,6.65,2019,WR1,6.65,87.59,False,14986,216.54,14.4,15,2.0,18.0,9.0,0.0,104.0,150.0,1165.0,69.3,7.0,7.8,11.2
6,James,Conner,PIT,RB,8.77,2019,RB1,8.77,123.63,False,18983,128.5,12.8,10,116.0,464.0,4.0,4.0,34.0,38.0,251.0,89.5,3.0,6.6,7.4
7,LeVeon,Bell,NYJ,RB,9.89,2019,RB1,9.89,170.29,False,14967,182.0,12.1,15,245.0,789.0,3.2,3.0,66.0,78.0,461.0,84.6,1.0,5.9,7.0
8,David,Johnson,ARI,RB,10.31,2019,RB1,10.31,88.82,False,16847,123.5,9.5,13,94.0,345.0,3.7,2.0,36.0,47.0,370.0,76.6,4.0,7.9,10.3
9,Davante,Adams,GBP,WR,10.54,2019,WR1,10.54,115.47,False,16470,171.2,14.3,12,0.0,0.0,0.0,0.0,83.0,127.0,997.0,65.4,5.0,7.9,12.0
10,Todd,Gurley,LAR,RB,11.84,2019,RB1,11.84,171.05,False,16771,203.9,13.6,15,223.0,857.0,3.8,12.0,31.0,49.0,207.0,63.3,2.0,4.2,6.7
11,Julio,Jones,ATL,WR,13.15,2019,WR1,13.15,53.88,False,13291,224.6,15.0,15,2.0,-3.0,-1.5,0.0,99.0,157.0,1394.0,63.1,6.0,8.9,14.1
12,Michael,Thomas,NOS,WR,13.55,2019,WR1,13.55,157.42,False,17960,300.1,18.8,16,1.0,-9.0,-9.0,0.0,149.0,185.0,1725.0,80.5,9.0,9.3,11.6
13,Tyreek,Hill,KCC,WR,14.0,2019,WR1,14.0,93.05,False,18082,159.3,13.3,12,8.0,23.0,2.9,0.0,58.0,89.0,860.0,65.2,7.0,9.7,14.8
14,Nick,Chubb,CLE,RB,14.3,2019,RB1,14.3,101.93,False,19798,237.2,14.8,16,298.0,1494.0,5.0,8.0,36.0,49.0,278.0,73.5,0.0,5.7,7.7
15,Odell,Beckham,CLE,WR,14.73,2019,WR1,14.73,67.42,False,16389,164.3,10.3,16,3.0,10.0,3.3,0.0,74.0,133.0,1035.0,55.6,4.0,7.8,14.0
16,Dalvin,Cook,MIN,RB,16.4,2019,RB1,16.4,144.73,False,18872,265.9,19.0,14,250.0,1135.0,4.5,13.0,53.0,63.0,519.0,84.1,0.0,8.2,9.8
17,JuJu,SmithSchuster,PIT,WR,16.95,2019,WR1,16.95,128.24,False,18883,92.2,7.7,12,0.0,0.0,0.0,0.0,42.0,71.0,552.0,59.2,3.0,7.8,13.1
18,Travis,Kelce,KCC,TE,18.77,2019,TE1,18.77,,False,15048,205.8,12.9,16,1.0,4.0,4.0,1.0,97.0,136.0,1229.0,71.3,5.0,9.0,12.7
19,Joe,Mixon,CIN,RB,20.16,2019,RB1,20.16,169.06,False,18858,207.9,13.0,16,278.0,1137.0,4.1,5.0,35.0,45.0,287.0,77.8,3.0,6.4,8.2
20,Damien,Williams,KCC,RB,22.66,2019,RB1,22.66,103.33,False,16031,126.1,11.5,11,111.0,498.0,4.5,5.0,30.0,37.0,213.0,81.1,2.0,5.8,7.1
21,Leonard,Fournette,JAC,RB,24.34,2019,RB1,24.34,,False,18803,221.4,14.8,15,265.0,1152.0,4.3,3.0,76.0,100.0,522.0,76.0,0.0,5.2,6.9
22,Adam,Thielen,MIN,WR,28.6,2019,WR1,28.6,32.45,False,15534,99.4,9.9,10,4.0,6.0,1.5,1.0,30.0,48.0,418.0,62.5,6.0,8.7,13.9
23,Aaron,Jones,GBP,RB,30.91,2019,RB1,30.91,161.17,False,19045,290.3,18.1,16,236.0,1084.0,4.6,16.0,49.0,68.0,474.0,72.1,3.0,7.0,9.7
24,Stefon,Diggs,MIN,WR,32.45,2019,WR2,28.6,32.45,False,16906,180.6,12.0,15,5.0,61.0,12.2,0.0,63.0,94.0,1130.0,67.0,6.0,12.0,17.9
25,Zach,Ertz,PHI,TE,32.66,2019,TE1,32.66,162.41,False,14856,171.6,11.4,15,0.0,0.0,0.0,0.0,88.0,135.0,916.0,65.2,6.0,6.8,10.4
26,Keenan,Allen,LAC,WR,32.89,2019,WR1,32.89,60.11,False,15076,209.5,13.1,16,3.0,16.0,5.3,0.0,104.0,149.0,1199.0,69.8,6.0,8.0,11.5
27,Amari,Cooper,DAL,WR,33.78,2019,WR1,33.78,130.04,False,16765,207.0,12.9,16,1.0,6.0,6.0,0.0,79.0,119.0,1189.0,66.4,8.0,10.0,15.1
28,Derrick,Henry,TEN,RB,35.32,2019,RB1,35.32,144.51,False,17959,285.6,19.0,15,303.0,1540.0,5.1,16.0,18.0,24.0,206.0,75.0,2.0,8.6,11.4
29,Melvin,Gordon,LAC,RB,36.07,2019,RB1,36.07,77.14,True,16776,159.8,13.3,12,162.0,612.0,3.8,8.0,42.0,55.0,296.0,76.4,1.0,5.4,7.0
30,Devonta,Freeman,ATL,RB,36.88,2019,RB1,36.88,149.5,False,16524,168.1,12.0,14,184.0,656.0,3.6,2.0,59.0,70.0,410.0,84.3,4.0,5.9,6.9
31,George,Kittle,SFO,TE,38.23,2019,TE1,38.23,,False,19063,180.0,12.9,14,5.0,22.0,4.4,0.0,85.0,107.0,1053.0,79.4,5.0,9.8,12.4
32,Brandin,Cooks,LAR,WR,38.31,2019,WR1,38.31,45.86,True,16568,96.5,6.9,14,6.0,52.0,8.7,0.0,42.0,72.0,583.0,58.3,2.0,8.1,13.9
33,Josh,Jacobs,OAK,RB,38.7,2019,RB1,38.7,191.87,False,20824,181.6,14.0,13,242.0,1150.0,4.8,7.0,20.0,27.0,166.0,74.1,0.0,6.1,8.3
34,Marlon,Mack,IND,RB,38.96,2019,RB1,38.96,162.27,False,18998,174.3,12.4,14,247.0,1091.0,4.4,8.0,14.0,17.0,82.0,82.4,0.0,4.8,5.9
35,Sony,Michel,NEP,RB,42.14,2019,RB1,42.14,66.17,True,19828,146.6,9.2,16,247.0,912.0,3.7,7.0,12.0,20.0,94.0,60.0,0.0,4.7,7.8
36,TY,Hilton,IND,WR,42.99,2019,WR1,42.99,,False,14005,102.6,10.3,10,0.0,0.0,0.0,0.0,45.0,68.0,501.0,66.2,5.0,7.4,11.1
