FirstName,LastName,PlayerID,Position,Year,FantasyPointsHalfPointPpr,FantasyPointsPerGameHalfPointPPR,Played,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Receptions,ReceivingTargets,ReceivingYards,ReceptionPercentage,ReceivingTouchdowns,ReceivingYardsPerTarget,ReceivingYardsPerReception
Cordarrelle,Patterson,15150,RB,2018,80.0,5.3,15,42.0,228.0,5.4,1.0,21.0,28.0,247.0,75.0,3.0,8.8,11.8
Danny,Amendola,9906,WR,2018,97.92,6.5,15,1.0,-2.0,-2.0,0.0,59.0,79.0,575.0,74.7,1.0,7.3,9.7
Elijah,McGuire,19109,RB,2018,76.4,9.6,8,92.0,276.0,3.0,3.0,19.0,31.0,193.0,61.3,1.0,6.2,10.2
Jordan,Reed,15100,TE,2018,92.8,7.1,13,0.0,0.0,0.0,0.0,54.0,84.0,558.0,64.3,2.0,6.6,10.3
Josh,Doctson,17939,WR,2018,87.2,5.8,15,0.0,0.0,0.0,0.0,44.0,79.0,532.0,55.7,2.0,6.7,12.1
Chris,Ivory,12239,RB,2018,71.5,5.5,13,115.0,385.0,3.3,1.0,13.0,21.0,205.0,61.9,0.0,9.8,15.8
Michael,Gallup,19867,WR,2018,81.2,5.1,16,0.0,0.0,0.0,0.0,33.0,68.0,507.0,48.5,2.0,7.5,15.4
Marquise,Goodwin,14865,WR,2018,75.9,6.9,11,4.0,9.0,2.2,0.0,23.0,43.0,395.0,53.5,4.0,9.2,17.2
Chester,Rogers,18361,WR,2018,90.6,5.7,16,1.0,-4.0,-4.0,0.0,53.0,72.0,485.0,73.6,2.0,6.7,9.2
Marshawn,Lynch,12386,RB,2018,71.5,11.9,6,90.0,376.0,4.2,3.0,15.0,20.0,84.0,75.0,0.0,4.2,5.6
John,Ross,18881,WR,2018,74.4,5.7,13,4.0,9.0,2.2,0.0,21.0,58.0,210.0,36.2,7.0,3.6,10.0
Jaylen,Samuels,19996,RB,2018,76.5,5.5,14,56.0,256.0,4.6,0.0,26.0,29.0,199.0,89.7,3.0,6.9,7.7
Cameron,Brate,16593,TE,2018,77.9,4.9,16,0.0,0.0,0.0,0.0,30.0,49.0,289.0,61.2,6.0,5.9,9.6
CJ,Anderson,15020,RB,2018,64.9,5.9,11,67.0,403.0,6.0,2.0,5.0,9.0,41.0,55.6,1.0,4.6,8.2
CJ,Uzomah,16917,TE,2018,83.4,5.2,16,0.0,0.0,0.0,0.0,43.0,64.0,439.0,67.2,3.0,6.9,10.2
Seth,Roberts,16326,WR,2018,84.4,5.6,15,3.0,5.0,1.7,0.0,45.0,65.0,494.0,69.2,2.0,7.6,11.0
Rashaad,Penny,19799,RB,2018,65.9,4.7,14,85.0,419.0,4.9,2.0,9.0,12.0,75.0,75.0,0.0,6.2,8.3
Giovani,Bernard,14916,RB,2018,78.4,6.5,12,56.0,211.0,3.8,3.0,35.0,48.0,218.0,72.9,0.0,4.5,6.2
Alfred,Morris,14269,RB,2018,64.1,5.3,12,111.0,428.0,3.9,2.0,8.0,14.0,73.0,57.1,0.0,5.2,9.1
Chris,Conley,16837,WR,2018,75.4,4.7,16,0.0,0.0,0.0,0.0,32.0,52.0,334.0,61.5,5.0,6.4,10.4
Corey,Clement,19548,RB,2018,70.1,6.4,11,68.0,259.0,3.8,2.0,22.0,25.0,192.0,88.0,0.0,7.7,8.7
Spencer,Ware,15261,RB,2018,69.0,5.3,13,51.0,246.0,4.8,2.0,20.0,23.0,224.0,87.0,0.0,9.7,11.2
Javorius,Allen,16886,RB,2018,76.1,5.4,14,41.0,110.0,2.7,3.0,35.0,43.0,196.0,81.4,2.0,4.6,5.6
Dallas,Goedert,19863,TE,2018,73.9,4.6,16,0.0,0.0,0.0,0.0,33.0,44.0,334.0,75.0,4.0,7.6,10.1
Theo,Riddick,15126,RB,2018,86.0,6.1,14,40.0,171.0,4.3,0.0,61.0,74.0,384.0,82.4,0.0,5.2,6.3
Jarius,Wright,14465,WR,2018,76.1,4.8,16,2.0,39.0,19.5,0.0,43.0,59.0,447.0,72.9,1.0,7.6,10.4
Jesse,James,16920,TE,2018,69.3,4.3,16,0.0,0.0,0.0,0.0,30.0,39.0,423.0,76.9,2.0,10.8,14.1
Jamison,Crowder,16866,WR,2018,68.3,7.6,9,4.0,30.0,7.5,0.0,29.0,50.0,388.0,58.0,2.0,7.8,13.4
Gerald,Everett,18935,TE,2018,70.1,4.4,16,2.0,16.0,8.0,0.0,33.0,51.0,320.0,64.7,3.0,6.3,9.7
Greg,Olsen,1658,TE,2018,66.6,7.4,9,0.0,0.0,0.0,0.0,27.0,38.0,291.0,71.1,4.0,7.7,10.8
Aldrick,Robinson,13171,WR,2018,61.6,4.4,14,0.0,0.0,0.0,0.0,17.0,35.0,231.0,48.6,5.0,6.6,13.6
Demarcus,Robinson,18047,WR,2018,63.8,4.0,16,0.0,0.0,0.0,0.0,22.0,33.0,288.0,66.7,4.0,8.7,13.1
Benjamin,Watson,11756,TE,2018,69.5,4.3,16,0.0,0.0,0.0,0.0,35.0,46.0,400.0,76.1,2.0,8.7,11.4
Keelan,Cole,19514,WR,2018,70.1,4.4,16,0.0,0.0,0.0,0.0,38.0,70.0,491.0,54.3,1.0,7.0,12.9
Vernon,Davis,5084,TE,2018,63.2,4.5,14,0.0,0.0,0.0,0.0,25.0,36.0,367.0,69.4,2.0,10.2,14.7
Chris,Thompson,15102,RB,2018,71.1,7.1,10,43.0,178.0,4.1,0.0,41.0,55.0,268.0,74.5,1.0,4.9,6.5
Taywan,Taylor,18971,WR,2018,69.1,5.3,13,0.0,0.0,0.0,0.0,37.0,56.0,466.0,66.1,1.0,8.3,12.6
Zach,Zenner,17023,RB,2018,53.6,6.7,8,55.0,265.0,4.8,3.0,7.0,10.0,56.0,70.0,0.0,5.6,8.0
Phillip,Dorsett,16790,WR,2018,65.9,4.1,16,4.0,29.0,7.2,0.0,32.0,42.0,290.0,76.2,3.0,6.9,9.1
Devontae,Booker,17970,RB,2018,68.8,4.3,16,34.0,183.0,5.4,1.0,38.0,51.0,275.0,74.5,0.0,5.4,7.2
Bilal,Powell,12800,RB,2018,54.8,7.8,7,80.0,343.0,4.3,0.0,11.0,18.0,110.0,61.1,1.0,6.1,10.0
Quincy,Enunwa,16063,WR,2018,67.9,6.2,11,1.0,0.0,0.0,0.0,38.0,69.0,449.0,55.1,1.0,6.5,11.8
Blake,Jarwin,19457,TE,2018,62.2,3.9,16,0.0,0.0,0.0,0.0,27.0,36.0,307.0,75.0,3.0,8.5,11.4
Kenneth,Dixon,17969,RB,2018,51.4,8.6,6,60.0,333.0,5.6,2.0,6.0,7.0,51.0,85.7,0.0,7.3,8.5
Dontrelle,Inman,16728,WR,2018,62.4,6.9,9,0.0,0.0,0.0,0.0,28.0,39.0,304.0,71.8,3.0,7.8,10.9
Randall,Cobb,13227,WR,2018,67.3,7.5,9,0.0,0.0,0.0,0.0,38.0,61.0,383.0,62.3,2.0,6.3,10.1
Antonio,Gates,7884,TE,2018,61.3,3.8,16,0.0,0.0,0.0,0.0,28.0,46.0,333.0,60.9,2.0,7.2,11.9
Jaron,Brown,15509,WR,2018,53.6,3.6,15,0.0,0.0,0.0,0.0,14.0,20.0,166.0,70.0,5.0,8.3,11.9
Ty,Montgomery,16855,WR,2018,58.8,4.5,13,41.0,188.0,4.6,1.0,25.0,40.0,235.0,62.5,0.0,5.9,9.4
Breshad,Perriman,16787,WR,2018,54.2,5.4,10,4.0,2.0,0.5,0.0,16.0,25.0,340.0,64.0,2.0,13.6,21.2
Justin,Jackson,20064,RB,2018,53.6,6.0,9,50.0,206.0,4.1,2.0,15.0,19.0,135.0,78.9,0.0,7.1,9.0
Darren,Sproles,6198,RB,2018,53.5,8.9,6,29.0,120.0,4.1,1.0,15.0,23.0,160.0,65.2,2.0,7.0,10.7
Kapri,Bibbs,16273,RB,2018,53.8,4.5,12,21.0,103.0,4.9,3.0,16.0,23.0,115.0,69.6,1.0,5.0,7.2
Jordan,Thomas,20020,TE,2018,55.5,3.5,16,0.0,0.0,0.0,0.0,20.0,27.0,215.0,74.1,4.0,8.0,10.8
Ian,Thomas,19910,TE,2018,63.3,4.0,16,0.0,0.0,0.0,0.0,36.0,49.0,333.0,73.5,2.0,6.8,9.2
Tajaé,Sharpe,18058,WR,2018,58.2,3.6,16,1.0,16.0,16.0,0.0,26.0,47.0,316.0,55.3,2.0,6.7,12.2
Jacquizz,Rodgers,13299,RB,2018,64.0,4.0,16,33.0,106.0,3.2,1.0,38.0,45.0,304.0,84.4,0.0,6.8,8.0
Nick,Vannett,18019,TE,2018,59.4,4.0,15,0.0,0.0,0.0,0.0,29.0,43.0,269.0,67.4,3.0,6.3,9.3
Jordan,Wilkins,19979,RB,2018,52.1,3.3,16,60.0,336.0,5.6,1.0,16.0,17.0,85.0,94.1,0.0,5.0,5.3
Kelvin,Benjamin,16550,WR,2018,56.5,3.8,15,0.0,0.0,0.0,0.0,25.0,67.0,380.0,37.3,1.0,5.7,15.2
Jonnu,Smith,18990,TE,2018,53.8,4.1,13,0.0,0.0,0.0,0.0,20.0,31.0,258.0,64.5,3.0,8.3,12.9
Chase,Edmonds,19919,RB,2018,53.1,3.3,16,60.0,208.0,3.5,2.0,20.0,23.0,103.0,87.0,0.0,4.5,5.2
Jermaine,Kearse,14749,WR,2018,61.6,4.4,14,0.0,0.0,0.0,0.0,37.0,76.0,371.0,48.7,1.0,4.9,10.0
Geronimo,Allison,18269,WR,2018,52.3,10.5,5,0.0,0.0,0.0,0.0,20.0,30.0,303.0,66.7,2.0,10.1,15.2
Jordan,Matthews,15974,TE,2018,52.0,3.7,14,0.0,0.0,0.0,0.0,20.0,28.0,300.0,71.4,2.0,10.7,15.0
Allen,Hurns,16253,WR,2018,51.5,3.2,16,0.0,0.0,0.0,0.0,20.0,36.0,295.0,55.6,2.0,8.2,14.8
Tyler,Higbee,18032,TE,2018,53.2,3.3,16,0.0,0.0,0.0,0.0,24.0,34.0,292.0,70.6,2.0,8.6,12.2
Ricky,SealsJones,19410,TE,2018,57.3,3.8,15,0.0,0.0,0.0,0.0,34.0,70.0,343.0,48.6,1.0,4.9,10.1
Jeff,Heuerman,16853,TE,2018,55.6,5.1,11,0.0,0.0,0.0,0.0,31.0,48.0,281.0,64.6,2.0,5.9,9.1
Zach,Pascal,19172,WR,2018,53.3,3.3,16,2.0,10.0,5.0,0.0,27.0,46.0,268.0,58.7,2.0,5.8,9.9
Ryan,Grant,16411,WR,2018,56.9,4.1,14,0.0,0.0,0.0,0.0,35.0,51.0,334.0,68.6,1.0,6.5,9.5
Jakeem,Grant,18103,WR,2018,49.8,5.0,10,1.0,5.0,5.0,0.0,21.0,34.0,268.0,61.8,2.0,7.9,12.8
Paul,Richardson,16694,WR,2018,49.1,7.0,7,2.0,9.0,4.5,0.0,20.0,35.0,262.0,57.1,2.0,7.5,13.1
Jay,Ajayi,16909,RB,2018,40.9,10.2,4,45.0,184.0,4.1,3.0,5.0,6.0,20.0,83.3,0.0,3.3,4.0
Tim,Patrick,19207,WR,2018,48.7,3.0,16,3.0,17.0,5.7,0.0,23.0,41.0,315.0,56.1,1.0,7.7,13.7
Terrelle,Pryor,13693,WR,2018,45.1,5.6,8,1.0,-1.0,-1.0,0.0,16.0,30.0,252.0,53.3,2.0,8.4,15.8
DeVante,Parker,16775,WR,2018,48.9,4.4,11,0.0,0.0,0.0,0.0,24.0,47.0,309.0,51.1,1.0,6.6,12.9
DaeSean,Hamilton,19916,WR,2018,51.3,3.7,14,0.0,0.0,0.0,0.0,30.0,46.0,243.0,65.2,2.0,5.3,8.1
Laquon,Treadwell,17914,WR,2018,53.7,3.6,15,0.0,0.0,0.0,0.0,35.0,53.0,302.0,66.0,1.0,5.7,8.6
Rex,Burkhead,14917,RB,2018,42.7,5.3,8,57.0,186.0,3.3,0.0,14.0,20.0,131.0,70.0,1.0,6.6,9.4
Ted,Ginn,12109,WR,2018,44.0,8.8,5,3.0,26.0,8.7,0.0,17.0,30.0,209.0,56.7,2.0,7.0,12.3
Rhett,Ellison,14445,TE,2018,47.7,3.4,14,0.0,0.0,0.0,0.0,25.0,34.0,272.0,73.5,1.0,8.0,10.9
Keke,Coutee,19937,WR,2018,48.7,8.1,6,3.0,0.0,0.0,0.0,28.0,41.0,287.0,68.3,1.0,7.0,10.2
Pierre,Garcon,6767,WR,2018,46.6,5.8,8,0.0,0.0,0.0,0.0,24.0,45.0,286.0,53.3,1.0,6.4,11.9
Jack,Doyle,15602,TE,2018,47.5,7.9,6,0.0,0.0,0.0,0.0,26.0,33.0,245.0,78.8,2.0,7.4,9.4
Isaiah,McKenzie,19043,WR,2018,43.5,5.4,8,10.0,66.0,6.6,2.0,18.0,30.0,179.0,60.0,0.0,6.0,9.9
Malcolm,Brown,17053,RB,2018,36.9,3.1,12,43.0,212.0,4.9,0.0,5.0,7.0,52.0,71.4,1.0,7.4,10.4
Demetrius,Harris,15305,TE,2018,40.4,2.7,15,0.0,0.0,0.0,0.0,12.0,25.0,164.0,48.0,3.0,6.6,13.7
Jason,Croom,19415,TE,2018,44.9,3.0,15,0.0,0.0,0.0,1.0,22.0,35.0,259.0,62.9,1.0,7.4,11.8
Ryan,Switzer,19008,WR,2018,51.4,3.2,16,6.0,21.0,3.5,0.0,36.0,44.0,253.0,81.8,1.0,5.8,7.0
Equanimeous,St Brown,20398,WR,2018,43.8,3.6,12,1.0,5.0,5.0,0.0,21.0,36.0,328.0,58.3,0.0,9.1,15.6
Ed,Dickson,12153,TE,2018,39.2,3.9,10,1.0,9.0,9.0,0.0,12.0,13.0,143.0,92.3,3.0,11.0,11.9
Torrey,Smith,12830,WR,2018,41.5,3.8,11,0.0,0.0,0.0,0.0,17.0,30.0,190.0,56.7,2.0,6.3,11.2
Keith,Kirkwood,20071,WR,2018,39.4,4.9,8,0.0,0.0,0.0,0.0,13.0,21.0,209.0,61.9,2.0,10.0,16.1
Raheem,Mostert,17217,RB,2018,35.6,4.0,9,34.0,261.0,7.7,1.0,6.0,7.0,25.0,85.7,0.0,3.6,4.2
Jeff,Wilson,20360,RB,2018,38.4,6.4,6,66.0,266.0,4.0,0.0,12.0,15.0,98.0,80.0,0.0,6.5,8.2
Levine,Toilolo,15378,TE,2018,42.8,2.7,16,0.0,0.0,0.0,0.0,21.0,24.0,263.0,87.5,1.0,11.0,12.5
Trenton,Cannon,20040,RB,2018,40.2,2.5,16,38.0,113.0,3.0,1.0,17.0,25.0,144.0,68.0,0.0,5.8,8.5
Tavon,Austin,15215,WR,2018,35.5,5.1,7,6.0,55.0,9.2,0.0,8.0,13.0,140.0,61.5,2.0,10.8,17.5
Maurice,Harris,18443,WR,2018,45.4,3.8,12,2.0,10.0,5.0,0.0,28.0,47.0,304.0,59.6,0.0,6.5,10.9
Matt,LaCosse,17415,TE,2018,43.0,2.9,15,0.0,0.0,0.0,0.0,24.0,37.0,250.0,64.9,1.0,6.8,10.4
TJ,Jones,16456,WR,2018,40.5,2.7,15,0.0,0.0,0.0,0.0,19.0,26.0,190.0,73.1,2.0,7.3,10.0
Russell,Shepard,14850,WR,2018,35.8,3.0,12,0.0,0.0,0.0,0.0,10.0,19.0,188.0,52.6,2.0,9.9,18.8
Ryan,Griffin,14985,TE,2018,42.5,3.0,14,0.0,0.0,0.0,0.0,24.0,43.0,305.0,55.8,0.0,7.1,12.7
Wayne,Gallman,18996,RB,2018,37.5,2.5,15,51.0,176.0,3.5,1.0,14.0,22.0,89.0,63.6,0.0,4.0,6.4
Geoff,Swaim,17005,TE,2018,43.2,4.8,9,0.0,0.0,0.0,0.0,26.0,32.0,242.0,81.2,1.0,7.6,9.3
Darren,Fells,15247,TE,2018,35.2,2.2,16,0.0,0.0,0.0,0.0,11.0,12.0,117.0,91.7,3.0,9.8,10.6
Trent,Taylor,19064,WR,2018,42.5,3.0,14,0.0,0.0,0.0,0.0,26.0,41.0,215.0,63.4,1.0,5.2,8.3
Travis,Benjamin,13887,WR,2018,34.7,2.9,12,7.0,41.0,5.9,0.0,12.0,24.0,186.0,50.0,1.0,7.8,15.5
Kalen,Ballage,19824,RB,2018,33.2,2.8,12,36.0,191.0,5.3,1.0,9.0,11.0,56.0,81.8,0.0,5.1,6.2
Bruce,Ellington,16664,WR,2018,44.1,6.3,7,1.0,2.0,2.0,0.0,31.0,42.0,224.0,73.8,1.0,5.3,7.2
Luke,Stocker,13370,TE,2018,36.0,2.2,16,1.0,0.0,0.0,0.0,15.0,21.0,165.0,71.4,2.0,7.9,11.0
Anthony,Firkser,19296,TE,2018,38.0,3.8,10,0.0,0.0,0.0,0.0,19.0,20.0,225.0,95.0,1.0,11.2,11.8
Michael,Roberts,19010,TE,2018,32.5,4.1,8,0.0,0.0,0.0,0.0,9.0,20.0,100.0,45.0,3.0,5.0,11.1
James,Washington,19865,WR,2018,35.7,2.6,14,0.0,0.0,0.0,0.0,16.0,38.0,217.0,42.1,1.0,5.7,13.6
Marcus,Murphy,16989,RB,2018,33.1,3.0,11,52.0,250.0,4.8,0.0,11.0,19.0,26.0,57.9,0.0,1.4,2.4
Will,Dissly,19950,TE,2018,31.6,7.9,4,0.0,0.0,0.0,0.0,8.0,14.0,156.0,57.1,2.0,11.1,19.5
Chris,Moore,18030,WR,2018,36.8,2.3,16,5.0,17.0,3.4,0.0,19.0,25.0,196.0,76.0,1.0,7.8,10.3
Virgil,Green,13016,TE,2018,36.5,2.3,16,0.0,0.0,0.0,0.0,19.0,27.0,210.0,70.4,1.0,7.8,11.1
Trent,Sherfield,20081,WR,2018,36.5,2.8,13,0.0,0.0,0.0,0.0,19.0,28.0,210.0,67.9,1.0,7.5,11.1
Martavis,Bryant,16146,WR,2018,36.4,4.6,8,3.0,23.0,7.7,0.0,19.0,27.0,266.0,70.4,0.0,9.9,14.0
Erik,Swoope,16238,TE,2018,30.7,4.4,7,0.0,0.0,0.0,0.0,8.0,10.0,87.0,80.0,3.0,8.7,10.9
Brandon,Bolden,13741,RB,2018,27.9,1.7,16,8.0,91.0,11.4,2.0,3.0,3.0,13.0,100.0,1.0,4.3,4.3
Bennie,Fowler,16276,WR,2018,33.9,3.4,10,0.0,0.0,0.0,0.0,16.0,27.0,199.0,59.3,1.0,7.4,12.4
Brandon,LaFell,11463,WR,2018,31.5,5.2,6,0.0,0.0,0.0,0.0,12.0,16.0,135.0,75.0,2.0,8.4,11.2
Justin,Hardy,16868,WR,2018,32.3,2.0,16,0.0,0.0,0.0,0.0,14.0,22.0,133.0,63.6,2.0,6.0,9.5
Lee,Smith,12777,TE,2018,30.3,1.9,16,0.0,0.0,0.0,0.0,10.0,11.0,73.0,90.9,3.0,6.6,7.3
Mo,AlieCox,18900,TE,2018,28.8,3.2,9,0.0,0.0,0.0,0.0,7.0,13.0,133.0,53.8,2.0,10.2,19.0
Cody,Latimer,16278,WR,2018,30.5,5.1,6,0.0,0.0,0.0,0.0,11.0,16.0,190.0,68.8,1.0,11.9,17.3
Rod,Smith,17360,RB,2018,29.2,1.8,16,44.0,127.0,2.9,1.0,9.0,12.0,60.0,75.0,0.0,5.0,6.7
Josh,Hill,15866,TE,2018,32.5,2.0,16,0.0,0.0,0.0,0.0,16.0,24.0,185.0,66.7,1.0,7.7,11.6
Chad,Williams,18974,WR,2018,32.5,3.2,10,1.0,9.0,9.0,0.0,17.0,46.0,171.0,37.0,1.0,3.7,10.1
Cody,Core,18116,WR,2018,30.5,2.2,14,0.0,0.0,0.0,0.0,13.0,28.0,160.0,46.4,1.0,5.7,12.3
Tyler,Eifert,14918,TE,2018,31.4,7.8,4,0.0,0.0,0.0,0.0,15.0,19.0,179.0,78.9,1.0,9.4,11.9
Lance,Kendricks,13386,TE,2018,32.5,2.0,16,0.0,0.0,0.0,0.0,19.0,25.0,170.0,76.0,1.0,6.8,8.9
Jordan,Akins,19903,TE,2018,31.0,1.9,16,0.0,0.0,0.0,0.0,17.0,25.0,225.0,68.0,0.0,9.0,13.2
Hayden,Hurst,19843,TE,2018,28.8,2.4,12,1.0,0.0,0.0,0.0,13.0,23.0,163.0,56.5,1.0,7.1,12.5
Austin,Carr,19276,WR,2018,26.2,1.9,14,0.0,0.0,0.0,0.0,9.0,14.0,97.0,64.3,2.0,6.9,10.8
James,OShaughnessy,16933,TE,2018,33.4,2.4,14,0.0,0.0,0.0,0.0,24.0,38.0,214.0,63.2,0.0,5.6,8.9
Marcell,Ateman,19811,WR,2018,28.9,4.1,7,0.0,0.0,0.0,0.0,15.0,31.0,154.0,48.4,1.0,5.0,10.3
Nick,Boyle,16931,TE,2018,32.8,2.0,16,0.0,0.0,0.0,0.0,23.0,37.0,213.0,62.2,0.0,5.8,9.3
Maxx,Williams,16816,TE,2018,29.1,2.2,13,3.0,8.0,2.7,0.0,16.0,17.0,143.0,94.1,1.0,8.4,8.9
Garrett,Celek,14496,TE,2018,23.5,1.6,15,0.0,0.0,0.0,0.0,5.0,8.0,90.0,62.5,2.0,11.2,18.0
Dan,Arnold,19659,TE,2018,27.0,2.7,10,0.0,0.0,0.0,0.0,12.0,19.0,150.0,63.2,1.0,7.9,12.5
Marvin,Hall,18717,WR,2018,25.9,1.6,16,2.0,0.0,0.0,0.0,10.0,19.0,149.0,52.6,1.0,7.8,14.9
DeAndre,Carter,17218,WR,2018,31.3,2.2,14,1.0,7.0,7.0,0.0,22.0,25.0,216.0,88.0,0.0,8.6,9.8
Josh,Bellamy,14795,WR,2018,26.7,1.7,16,0.0,0.0,0.0,0.0,14.0,25.0,117.0,56.0,1.0,4.7,8.4
Brandon,Marshall,11667,WR,2018,25.1,3.6,7,0.0,0.0,0.0,0.0,11.0,23.0,136.0,47.8,1.0,5.9,12.4
Christian,McCaffrey,18877,RB,2019,413.2,25.8,16,287.0,1387.0,4.8,15.0,116.0,141.0,1005.0,82.3,4.0,7.1,8.7
Derrick,Henry,17959,RB,2019,285.6,19.0,15,303.0,1540.0,5.1,16.0,18.0,24.0,206.0,75.0,2.0,8.6,11.4
Aaron,Jones,19045,RB,2019,290.3,18.1,16,236.0,1084.0,4.6,16.0,49.0,68.0,474.0,72.1,3.0,7.0,9.7
Ezekiel,Elliott,17923,RB,2019,284.7,17.8,16,301.0,1357.0,4.5,12.0,54.0,71.0,420.0,76.1,2.0,5.9,7.8
Dalvin,Cook,18872,RB,2019,265.9,19.0,14,250.0,1135.0,4.5,13.0,53.0,63.0,519.0,84.1,0.0,8.2,9.8
Michael,Thomas,17960,WR,2019,300.1,18.8,16,1.0,-9.0,-9.0,0.0,149.0,185.0,1725.0,80.5,9.0,9.3,11.6
Nick,Chubb,19798,RB,2019,237.2,14.8,16,298.0,1494.0,5.0,8.0,36.0,49.0,278.0,73.5,0.0,5.7,7.7
Austin,Ekeler,19562,RB,2019,263.0,16.4,16,132.0,557.0,4.2,3.0,92.0,108.0,993.0,85.2,8.0,9.2,10.8
Mark,Ingram,13337,RB,2019,229.5,15.3,15,202.0,1018.0,5.0,10.0,26.0,29.0,247.0,89.7,5.0,8.5,9.5
Chris,Carson,19119,RB,2019,214.1,14.3,15,278.0,1230.0,4.4,7.0,37.0,47.0,266.0,78.7,2.0,5.7,7.2
Saquon,Barkley,19766,RB,2019,218.1,16.8,13,217.0,1003.0,4.6,6.0,52.0,73.0,438.0,71.2,2.0,6.0,8.4
Joe,Mixon,18858,RB,2019,207.9,13.0,16,278.0,1137.0,4.1,5.0,35.0,45.0,287.0,77.8,3.0,6.4,8.2
Chris,Godwin,18880,WR,2019,233.1,16.6,14,1.0,8.0,8.0,0.0,86.0,120.0,1333.0,71.7,9.0,11.1,15.5
Todd,Gurley,16771,RB,2019,203.9,13.6,15,223.0,857.0,3.8,12.0,31.0,49.0,207.0,63.3,2.0,4.2,6.7
Leonard,Fournette,18803,RB,2019,221.4,14.8,15,265.0,1152.0,4.3,3.0,76.0,100.0,522.0,76.0,0.0,5.2,6.9
Kenny,Golladay,18977,WR,2019,215.5,13.5,16,0.0,0.0,0.0,0.0,65.0,116.0,1190.0,56.0,11.0,10.3,18.3
Cooper,Kupp,18882,WR,2019,223.5,14.0,16,2.0,4.0,2.0,0.0,94.0,134.0,1161.0,70.1,10.0,8.7,12.4
Julio,Jones,13291,WR,2019,224.6,15.0,15,2.0,-3.0,-1.5,0.0,99.0,157.0,1394.0,63.1,6.0,8.9,14.1
DeVante,Parker,16775,WR,2019,210.2,13.1,16,0.0,0.0,0.0,0.0,72.0,128.0,1202.0,56.2,9.0,9.4,16.7
Josh,Jacobs,20824,RB,2019,181.6,14.0,13,242.0,1150.0,4.8,7.0,20.0,27.0,166.0,74.1,0.0,6.1,8.3
Miles,Sanders,20933,RB,2019,193.7,12.1,16,179.0,818.0,4.6,3.0,50.0,63.0,509.0,79.4,3.0,8.1,10.2
Alvin,Kamara,18878,RB,2019,208.02,14.9,14,171.0,797.0,4.7,5.0,81.0,97.0,533.0,83.5,1.0,5.5,6.6
Amari,Cooper,16765,WR,2019,207.0,12.9,16,1.0,6.0,6.0,0.0,79.0,119.0,1189.0,66.4,8.0,10.0,15.1
Marlon,Mack,18998,RB,2019,174.3,12.4,14,247.0,1091.0,4.4,8.0,14.0,17.0,82.0,82.4,0.0,4.8,5.9
Mike,Evans,16597,WR,2019,199.2,15.3,13,0.0,0.0,0.0,0.0,67.0,118.0,1157.0,56.8,8.0,9.8,17.3
AJ,Brown,21042,WR,2019,191.1,11.9,16,3.0,60.0,20.0,1.0,52.0,84.0,1051.0,61.9,8.0,12.5,20.2
DeAndre,Hopkins,14986,WR,2019,216.54,14.4,15,2.0,18.0,9.0,0.0,104.0,150.0,1165.0,69.3,7.0,7.8,11.2
Kenyan,Drake,18003,RB,2019,189.2,13.5,14,170.0,817.0,4.8,8.0,50.0,68.0,345.0,73.5,0.0,5.1,6.9
Phillip,Lindsay,20128,RB,2019,180.2,11.3,16,224.0,1011.0,4.5,7.0,35.0,48.0,196.0,72.9,0.0,4.1,5.6
Keenan,Allen,15076,WR,2019,209.5,13.1,16,3.0,16.0,5.3,0.0,104.0,149.0,1199.0,69.8,6.0,8.0,11.5
Travis,Kelce,15048,TE,2019,205.8,12.9,16,1.0,4.0,4.0,1.0,97.0,136.0,1229.0,71.3,5.0,9.0,12.7
Allen,Robinson,16263,WR,2019,205.9,12.9,16,1.0,2.0,2.0,0.0,98.0,154.0,1147.0,63.6,7.0,7.4,11.7
Julian,Edelman,8355,WR,2019,206.28,12.9,16,8.0,27.0,3.4,0.0,100.0,153.0,1117.0,65.4,6.0,7.3,11.2
Jarvis,Landry,16020,WR,2019,195.9,12.2,16,1.0,10.0,10.0,0.0,83.0,138.0,1174.0,60.1,6.0,8.5,14.1
Tyler,Lockett,16830,WR,2019,194.2,12.1,16,4.0,-5.0,-1.2,0.0,82.0,110.0,1057.0,74.5,8.0,9.6,12.9
DJ,Chark,19816,WR,2019,189.3,12.6,15,2.0,20.0,10.0,0.0,73.0,118.0,1008.0,61.9,8.0,8.5,13.8
Raheem,Mostert,17217,RB,2019,158.2,9.9,16,137.0,772.0,5.6,8.0,14.0,22.0,180.0,63.6,2.0,8.2,12.9
Courtland,Sutton,19800,WR,2019,186.42,11.7,16,3.0,17.0,5.7,0.0,72.0,125.0,1112.0,57.6,6.0,8.9,15.4
Stefon,Diggs,16906,WR,2019,180.6,12.0,15,5.0,61.0,12.2,0.0,63.0,94.0,1130.0,67.0,6.0,12.0,17.9
LeVeon,Bell,14967,RB,2019,182.0,12.1,15,245.0,789.0,3.2,3.0,66.0,78.0,461.0,84.6,1.0,5.9,7.0
John,Brown,16640,WR,2019,183.82,12.3,15,2.0,7.0,3.5,0.0,72.0,115.0,1060.0,62.6,6.0,9.2,14.7
Michael,Gallup,19867,WR,2019,179.7,12.8,14,0.0,0.0,0.0,0.0,66.0,112.0,1107.0,58.9,6.0,9.9,16.8
